event_uuid,relationship_to_event,award_uuid,award_name,entity_uuid,created_at,updated_at
0d23d975-e1c8-29f4-4fd3-0f23874d8aeb,award,a37a53fe-4987-9b69-a66a-e544f6552142,Startup Battlefield: Disrupt Cup,d722a2f3-f807-3d5d-94b7-1a83fff63088,2016-09-13 21:55:55.274399,2016-09-13 21:55:55.274063
0d23d975-e1c8-29f4-4fd3-0f23874d8aeb,award,a37a53fe-4987-9b69-a66a-e544f6552142,Startup Battlefield: Disrupt Cup,e1ef2c36-8b55-5a25-8d62-e0e54aab16ed,2016-09-13 21:55:55.274399,2016-09-13 21:55:55.274063
0d23d975-e1c8-29f4-4fd3-0f23874d8aeb,award,a37a53fe-4987-9b69-a66a-e544f6552142,Startup Battlefield: Disrupt Cup,e385bfc6-7e8e-ac49-1b6c-428ae2c36798,2016-09-13 21:55:55.274399,2016-09-13 21:55:55.274063
0d23d975-e1c8-29f4-4fd3-0f23874d8aeb,award,a37a53fe-4987-9b69-a66a-e544f6552142,Startup Battlefield: Disrupt Cup,e88cd8dc-fd24-c8a4-4295-8db3ad17af92,2016-09-13 21:55:55.274399,2016-09-13 21:55:55.274063
0d23d975-e1c8-29f4-4fd3-0f23874d8aeb,award,a37a53fe-4987-9b69-a66a-e544f6552142,Startup Battlefield: Disrupt Cup,eed2037e-ba00-d718-71de-80d632b8e626,2016-09-13 21:55:55.274399,2016-09-13 21:55:55.274063
0e633594-d292-ac3f-8e57-c61827452d5a,award,c250ed90-cc05-3c83-181f-074197027e4e,Startup PITCH Competition,e76e9e81-7340-a05b-041b-581a2f448e17,2016-07-11 09:59:33.091059,2016-07-11 09:59:33.090611
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,25c80d82-f09e-0133-c0ef-3c3ac649c297,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,5a4d5945-fb1f-c928-3639-d14a34fb33df,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,8ccc5dbc-929c-bafc-e8e2-4dd95c53007a,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,92121021-d394-06c9-8bab-018ff9b12d30,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,ad7b9c11-dbe0-5089-ee66-1f9994648bed,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,bd5f4503-24a1-fb25-3dde-507d3044efa6,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,e3652291-813d-86ec-a8f7-b0172c7b1d8d,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,e5418a93-43aa-0e29-4e75-473975560c3f,2015-02-25 19:10:27,2015-02-25 19:10:29
0f8250ec-ffa8-b4e3-db86-b645bd417a20,award,b18baa2a-6d58-103f-1074-bcfe72e43027,Atlanta Pitchoff,fe918e5e-99d8-e46d-02e4-92545c987fd9,2015-02-25 19:10:27,2015-02-25 19:10:29
1bb73e84-d0f6-1b47-7bcc-4c84a6f4ec3e,award,1d621944-b1bf-a90d-3a57-1fdb501b97d6,Disrupt New York 2016 Startup Battlefield,7c7df8a6-5d6c-4940-4578-0e8735ff4a56,2016-05-12 18:11:10.365262,2016-05-12 18:11:10.364762
1bb73e84-d0f6-1b47-7bcc-4c84a6f4ec3e,award,1d621944-b1bf-a90d-3a57-1fdb501b97d6,Disrupt New York 2016 Startup Battlefield,d319be0c-1b6a-a685-ef1e-ac79d04605ce,2016-05-12 18:11:10.365262,2016-05-12 18:11:10.364762
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,21fd8efa-fcc8-6e6f-fa8e-4bcf96788ff1,The Future Stadium,04a3bf28-2301-bfc0-f333-2dddef16db76,2016-02-08 18:53:52.18228,2016-02-08 18:53:52.18198
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,21fd8efa-fcc8-6e6f-fa8e-4bcf96788ff1,The Future Stadium,1b9ce727-c784-186e-3dd2-92fa78236ef4,2016-02-08 18:53:52.18228,2016-02-08 18:53:52.18198
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,21fd8efa-fcc8-6e6f-fa8e-4bcf96788ff1,The Future Stadium,93b5eefd-9c75-6cf5-f449-3ec99ad91de6,2016-02-08 18:53:52.18228,2016-02-08 18:53:52.18198
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,21fd8efa-fcc8-6e6f-fa8e-4bcf96788ff1,The Future Stadium,b62feb13-991c-2ae7-8faa-0b96d9a69ec6,2016-02-08 18:53:52.18228,2016-02-08 18:53:52.18198
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,45338455-fdbe-cde3-a6b1-46719e54d723,Tomorrow's Athlete,64f24c3d-10dc-0bde-9042-e6d0291f609b,2016-02-08 18:58:48.578499,2016-02-08 18:58:48.578201
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,45338455-fdbe-cde3-a6b1-46719e54d723,Tomorrow's Athlete,8f6555d9-8654-3ec4-6835-4518f8f7e763,2016-02-08 18:58:48.578499,2016-02-08 18:58:48.578201
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,45338455-fdbe-cde3-a6b1-46719e54d723,Tomorrow's Athlete,982ccb90-da55-1f03-6ce9-6ffbed024ebe,2016-02-08 18:58:48.578499,2016-02-08 18:58:48.578201
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,45338455-fdbe-cde3-a6b1-46719e54d723,Tomorrow's Athlete,dba24b6e-96a4-2ce4-3eaf-4eb39ba6a6d1,2016-02-08 18:58:48.578499,2016-02-08 18:58:48.578201
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,9373417a-b0e8-19cd-8f7a-7346135a70c3,Bringing Home the Game,06ab3946-ff8c-47c2-6bbb-acfa4451e945,2016-02-08 18:56:33.499102,2016-02-08 18:56:33.498622
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,9373417a-b0e8-19cd-8f7a-7346135a70c3,Bringing Home the Game,c52a8aa2-c37e-ce37-cd63-a38e9ea915d7,2016-02-08 18:56:33.499102,2016-02-08 18:56:33.498622
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,9373417a-b0e8-19cd-8f7a-7346135a70c3,Bringing Home the Game,cce688f8-5248-464e-1407-8e28e855f33e,2016-02-08 18:56:33.499102,2016-02-08 18:56:33.498622
1dfcdd98-45b9-94b3-fa36-63dededd7295,award,9373417a-b0e8-19cd-8f7a-7346135a70c3,Bringing Home the Game,d14e3e0f-a1bb-d079-24e5-4dd5fc9080e9,2016-02-08 18:56:33.499102,2016-02-08 18:56:33.498622
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,08850f6a-2976-ec06-7ed7-fd39162decf5,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,1dc1199a-ebc0-f3dd-5d3e-a2ce9732be0b,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,35bda50a-507a-1798-54c3-d55ade0b53b8,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,85b133d8-d033-e982-5fdb-599ca59fabf0,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,aa5848ef-a4d2-ae23-5b1b-c196ceeaf5a8,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0667f7a6-26b5-781b-a760-fa944d9f77ef,SPIFFY AWARD: The Ground Breaker Award for Engineering Excellence,b0b58fd7-2c5f-8950-92e7-cecf9a8aab10,2015-03-04 20:35:49,2015-03-04 20:35:49
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,01d19a1f-0bac-555f-2c0e-59ff608e0e9a,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,4c47a7ba-410f-5bad-4df8-df6724e67ec5,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,57fdb6f3-7ce5-578f-63a4-6e121bb29628,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,780eda0d-dfbd-05c5-319e-8a532680259e,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,ad6b3411-f323-e8f7-e1bb-bc3e4cc57186,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,0c827342-75bd-f6b8-5bec-6b16503e453b,SPIFFY AWARD: The Edison Award for Most Innovative Start-Up,b2d0d6b4-e519-165d-7f98-ffad3ea18e11,2015-03-04 20:34:57,2015-03-04 20:34:58
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,521c3110-e626-b855-8e63-30d502621edd,SPIFFY AWARD: The Prodigy Award for the Most Successful SPiF Alumni,0a949d90-873c-ed8e-1607-437bccfea831,2015-03-04 20:38:19,2015-03-04 20:38:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,521c3110-e626-b855-8e63-30d502621edd,SPIFFY AWARD: The Prodigy Award for the Most Successful SPiF Alumni,2c2c24aa-0ba6-3ec8-77e8-810052cbcb29,2015-03-04 20:38:19,2015-03-04 20:38:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,521c3110-e626-b855-8e63-30d502621edd,SPIFFY AWARD: The Prodigy Award for the Most Successful SPiF Alumni,82239a16-0b2e-6d21-6ae0-1e1f8b219955,2015-03-04 20:38:19,2015-03-04 20:38:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,521c3110-e626-b855-8e63-30d502621edd,SPIFFY AWARD: The Prodigy Award for the Most Successful SPiF Alumni,a07ecf14-3814-20da-cee3-2fcc32eef25c,2015-03-04 20:38:19,2015-03-04 20:38:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,521c3110-e626-b855-8e63-30d502621edd,SPIFFY AWARD: The Prodigy Award for the Most Successful SPiF Alumni,ba0e5e98-84bc-8961-8a97-a6b062f3e56b,2015-03-04 20:38:19,2015-03-04 20:38:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,1ef90e04-32f7-51b6-4a02-1c6a8f603ea5,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,5de9e3db-73a1-51b9-ff83-378d85bf0301,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,6d6303eb-1b0a-1661-6a1b-25c99ee9f517,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,7fcba890-358d-34d0-8e1a-74297a3d4096,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,87185d47-39a5-80a1-56ef-a8cfbd837367,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,52b58741-388a-9d68-2d55-84ec7f1ab1e4,SPIFFY AWARD: The San Andreas Award for Most Disruptive Technology,e0476bf6-0c40-f8a2-0a0f-cfd966e8f6a7,2015-03-04 20:37:19,2015-03-04 20:37:20
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,006685e2-fb79-1473-7ce9-9828995c53a2,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,61599478-2a3d-6e90-663b-766127e06ec7,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,7156f61e-43f7-ba35-83fe-d7fdc0eb9104,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,74cad95f-79c1-9200-16cc-56292d6e2c8f,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,d151e6fc-8b11-c4f2-a681-134d09a728ea,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,5d2a8326-b9dd-5636-5862-6b51b31fb148,SPIFFY AWARD: The Graham Bell Award for Best Communication Solutions,d6061fb9-7f76-1c3d-d928-31e9dfe57527,2015-03-04 20:36:34,2015-03-04 20:36:34
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,1cac1964-f9d7-83e3-a950-4b051ed8449a,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,33ec7f4f-9a7c-78ef-4eea-09e703d971bc,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,4f2b46e3-61e6-bc2d-5345-14eca1850812,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,a8705821-45fc-9e1e-b75a-165b9a3851b1,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,cf589146-7456-1118-35c4-a7472b3a1743,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,9d185a5a-46ae-6fad-a791-fd7a9ccf4188,SPIFFY AWARD: The Zephyr Award for Best Mobile Opportunity,de6c551f-6dfa-2bf3-dfdc-e93d6a37fc34,2015-03-04 20:38:02,2015-03-04 20:38:03
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,32aed291-0160-4072-802e-f7aefe77b846,2015-03-04 20:37:43,2015-03-04 20:37:43
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,345cd789-7904-656a-b7b2-23f0489b1b95,2015-03-04 20:37:43,2015-03-04 20:37:43
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,5ab4c717-91b0-b626-375f-10c97e67f19b,2015-03-04 20:37:43,2015-03-04 20:37:43
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,b2d0d6b4-e519-165d-7f98-ffad3ea18e11,2015-03-04 20:37:43,2015-03-04 20:37:43
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,d7b95d1f-69b5-3ea8-59be-a77af4fdc863,2015-03-04 20:37:43,2015-03-04 20:37:43
210f9cb1-f5a3-f4e9-b997-7ebe09ee5700,award,e7980031-9c6b-aef4-3338-c0a7d903a05d,SPIFFY AWARD: The Core Award for Best Fixed Telecom Opportunity,db4e0cac-ea43-c6e3-58d6-9a0cbef01299,2015-03-04 20:37:43,2015-03-04 20:37:43
23e89cfc-90d8-82a0-71a4-46194ef2d69d,award,5ed315aa-b87f-5dc7-1283-dddf0c829109,Best App Award,40aa2234-0edb-b5e5-3996-171756c5a450,2015-04-08 10:34:30,2015-04-08 10:34:31
23e89cfc-90d8-82a0-71a4-46194ef2d69d,award,5ed315aa-b87f-5dc7-1283-dddf0c829109,Best App Award,7b363b0c-a828-59c3-38ae-9646c274785b,2015-04-08 10:34:30,2015-04-08 10:34:31
23e89cfc-90d8-82a0-71a4-46194ef2d69d,award,5ed315aa-b87f-5dc7-1283-dddf0c829109,Best App Award,83da988e-9ea2-2c89-9ac9-5921fe0351dc,2015-04-08 10:34:30,2015-04-08 10:34:31
23e89cfc-90d8-82a0-71a4-46194ef2d69d,award,5ed315aa-b87f-5dc7-1283-dddf0c829109,Best App Award,9115037d-1081-4457-a197-e02aef79f188,2015-04-08 10:34:30,2015-04-08 10:34:31
28707842-6f88-e2f7-6519-49c6fce89107,award,d1cac284-a10c-63b7-5968-81d665a722fa,Society3 Startup of the Night,5be4f7c0-8cff-f408-005c-054f77910964,2015-06-09 21:38:01,2015-06-09 21:38:02
28707842-6f88-e2f7-6519-49c6fce89107,award,d1cac284-a10c-63b7-5968-81d665a722fa,Society3 Startup of the Night,89c4cc66-940d-7328-cb9a-0f997e71597b,2015-06-09 21:38:01,2015-06-09 21:38:02
28707842-6f88-e2f7-6519-49c6fce89107,award,d1cac284-a10c-63b7-5968-81d665a722fa,Society3 Startup of the Night,89d245b2-120c-9b4f-5a78-daafbceae272,2015-06-09 21:38:01,2015-06-09 21:38:02
28707842-6f88-e2f7-6519-49c6fce89107,award,d1cac284-a10c-63b7-5968-81d665a722fa,Society3 Startup of the Night,dc93bf94-d334-af5c-12e8-dfaed04cbe25,2015-06-09 21:38:01,2015-06-09 21:38:02
2d5b615e-1c37-5d15-7b97-3bd63ddc4ca3,award,c9b9f967-41c6-341d-3734-946877de9aca,Eureka Award,dfc3f501-36ea-2a79-a459-9fe2ac07198c,2016-02-02 14:00:04.252345,2016-02-02 14:00:04.252021
3604fbbb-f53a-a311-8c2b-31f8b21c0cf4,award,10f2177f-cc27-3b50-4822-3e371e326f87,Best Mobile App,15ac96a5-b671-8a80-1368-2c3f57649cd1,2016-01-13 21:46:56.643751,2016-01-13 21:46:56.643426
3604fbbb-f53a-a311-8c2b-31f8b21c0cf4,award,10f2177f-cc27-3b50-4822-3e371e326f87,Best Mobile App,416156d2-f0de-7c42-8303-6eaeab697c26,2016-01-13 21:46:56.643751,2016-01-13 21:46:56.643426
3604fbbb-f53a-a311-8c2b-31f8b21c0cf4,award,10f2177f-cc27-3b50-4822-3e371e326f87,Best Mobile App,9b789853-0bda-0569-5929-85b053ddd147,2016-01-13 21:46:56.643751,2016-01-13 21:46:56.643426
