,0,1
4319,"('Lead - Gemini Israel Ventures', {})",534
4320,"('Emory Investment Management', {})",534
4321,"('Rise', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'bc615f7e-ba1d-1870-60a5-54f14a181b77'})",534
4322,"('David Marcus', {})",534
4323,"('Cake Health', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'ee29759e-a1d1-f797-0a78-95b091dd86c6'})",534
4324,"('Peerwell', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '80e7a65a-9d15-39fd-b3b0-f3c1120a6c72'})",534
4325,"('Energy Capital Management', {})",534
4326,"('Common Fund', {})",534
4327,"('M Asif Rahman', {})",534
4328,"('Zachary Bogue, Novel TMT Ventures', {})",534
4329,"('Julie Haddon', {})",534
4330,"('Convergence MediaGroup', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '6ee598c6-0195-bb4c-8239-43222d8d88ae'})",534
4331,"('RecruitLoop', {'region': 'SF Bay Area', 'cat': 'Crowdsourcing', 'uuid': '4929da41-d472-3488-9660-c046a5edf432'})",534
4332,"('Etnoteam spa', {})",534
4333,"('Comet Labs', {})",534
4334,"('Mux', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '7b224a36-b7b4-d02f-bf76-b4ac9ba085ca'})",534
4335,"('Joe Gebbia', {})",534
4336,"('Lead - DAG Ventures', {})",534
4337,"('Beta Bridge Capital', {})",534
4338,"('The McClatchy Company', {})",534
4339,"('Spyglass', {})",534
4340,"('Blaine Vess', {})",534
4341,"('Tascent', {'region': 'SF Bay Area', 'cat': 'Biometrics', 'uuid': '1706b0cd-689e-ac65-90ca-17e3228c1cf4'})",534
4342,"('Servio', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '71aeab5d-2c3b-c6bf-bcc6-bb27f496ccd3'})",534
4343,"('TNP', {})",534
4344,"('Phil McCaw', {})",534
4345,"('Marin Software', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'd9300827-ce71-c774-8fd4-250fbb3624e8'})",534
4346,"('York Capital Management', {})",534
4347,"('Lead - Oxford Finance Corporation', {})",534
4348,"('Copious', {'region': 'SF Bay Area', 'cat': 'Marketplace', 'uuid': 'e0677114-e27e-a3c6-b69a-5bbfd1bbf9e4'})",534
4349,"('Wakie', {'region': 'SF Bay Area', 'cat': 'Crowdsourcing', 'uuid': '931b2af3-32b4-005e-f50d-978ab022ea6c'})",534
4350,"('Gazemetrix', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'bb527d0f-0b57-e82e-c18c-1f104d9d6fd5'})",534
4351,"('Collective Health', {'region': 'SF Bay Area', 'cat': 'Business Intelligence', 'uuid': 'da5a60a6-06fa-bd2d-735c-69122815dafe'})",534
4352,"('Alt12 Apps', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '27acf3d5-149d-e4a9-8b72-7f905c2e40c5'})",534
4353,"('Canara', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '54389a24-8ea8-653a-ad24-5155ae4f8609'})",534
4354,"('Golden Gateway Financial', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': 'a6a8b307-1a21-241e-9857-616c1d95d1d9'})",345
4355,"('Verge Genomics', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '34174f65-c4a4-db49-1ed1-c7a12d9155dd'})",534
4356,"('Merced Partners', {})",534
4357,"('Russell Fradin', {})",534
4358,"('Hammerstone', {})",534
4359,"('Woodrow Myers', {})",534
4360,"('Serena & Lily', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': 'eea2bed6-6baa-7504-afb5-d820eae2d944'})",534
4361,"('Allen & Company', {})",407
4362,"('Tabula', {'region': 'SF Bay Area', 'cat': 'Infrastructure', 'uuid': '680045a2-de03-f633-4708-3f089df64ee9'})",316
4363,"('Trilibis', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'b2b842f4-d322-09a9-9d21-d9ee7c40e5b4'})",534
4364,"('RecruitSoft', {'region': 'SF Bay Area', 'cat': 'Human Resources', 'uuid': '001624b4-3667-5258-1e93-0d6de83592ca'})",124
4365,"('Ed Roman', {})",534
4366,"('Leandro Puca', {})",534
4367,"('Brian Pokorny', {})",534
4368,"('Brian Sharples', {})",534
4369,"('Entrisphere', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'b4709b1d-b005-6d07-d677-df4a890ce4fd'})",534
4370,"('The Contrarian Group', {})",534
4371,"('John Schmitt', {})",534
4372,"('Hans Morris', {})",534
4373,"('Social Leverage', {})",534
4374,"('Gobi Partners', {})",534
4375,"('Comedy World', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': 'e9930bc4-c21a-d925-323f-d4a541766153'})",534
4376,"('John Evans', {})",534
4377,"('Structure Capital', {})",534
4378,"('Spinnakr', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'eb72fba9-90bb-0c8b-2e5c-a2a7bc5e2b3d'})",534
4379,"('Worklife', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '74e4be75-a7c6-5672-14fd-b5df96db6af8'})",534
4380,"('McGraw-Hill Education', {})",534
4381,"('Stonebridge Capital', {})",534
4382,"('Paecal Investments', {})",534
4383,"('Aloe Private Equity', {})",534
4384,"('m8 Capital', {})",534
4385,"('Flipora', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': 'd62a5c5c-5881-6c3b-58cb-58b4659fe031'})",534
4386,"('Tekla Capital Management', {})",534
4387,"('TollBridge Technologies', {'region': 'SF Bay Area', 'cat': 'Telecommunications', 'uuid': '23a75dae-6701-07d6-32bf-b13f9e2ae25c'})",495
4388,"('OpenPlacement', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'a540ea36-6f0a-ce78-eea4-ee135d7490d3'})",534
4389,"('Galileo Partners', {})",534
4390,"('Focal Therapeutics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '1cafa563-5bd2-e64a-3903-972b750e0086'})",534
4391,"('Vitesse Semiconductor', {})",534
4392,"('John Ricci', {})",534
4393,"('David Stern', {})",534
4394,"('Spigit', {'region': 'SF Bay Area', 'cat': 'Crowdsourcing', 'uuid': '41abf924-5022-ef42-c153-f407d3f8adc4'})",534
4395,"('Riffage.com', {'region': 'SF Bay Area', 'cat': 'Audio', 'uuid': 'bac2f9c9-165d-82a9-55a0-b601b47e5fb6'})",534
4396,"('Sonja Perkins', {})",534
4397,"('ZLemma', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '1ae71da6-f676-f23f-beeb-1fa14cb42cff'})",534
4398,"('Livescribe', {'region': 'SF Bay Area', 'cat': 'Content Syndication', 'uuid': '39bd75f6-84ee-1044-77db-d781e1362348'})",534
4399,"('Bill Clerico', {})",534
4400,"('Peel', {'region': 'SF Bay Area', 'cat': 'Content Discovery', 'uuid': 'd570e1e9-a15a-cf59-e334-f514b000108d'})",302
4401,"('HKB Capital', {})",534
4402,"('Eamon Leonard', {})",534
4403,"('Firstime Venture Capital', {})",534
4404,"('Quasar Discovery Ventures', {})",534
4405,"('Naranya Labs', {})",534
4406,"('Precision I/O, Inc.', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': '617570c0-3228-3d97-afd9-e633c8879e93'})",534
4407,"('Grouply', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'aac6135a-b686-e0fb-367a-556b7ee9958c'})",534
4408,"('Associated Press', {})",534
4409,"('Wellington Foods', {})",534
4410,"('Fred Poses', {})",534
4411,"('SGVC', {})",534
4412,"('Troopto', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '5f9b3c76-d5f1-31c2-2c15-6e495425dac2'})",534
4413,"('Mola.com', {})",534
4414,"('Westfield Corporation', {})",534
4415,"('Golden Horn Ventures', {})",534
4416,"('Pi Investments', {})",534
4417,"('Mike Greenfeld', {})",534
4418,"('Revel Touch', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '31d9b771-9dff-80b2-3568-329b3071aa29'})",534
4419,"('Michael Hayashi', {})",534
4420,"('Doug Cifu', {})",534
4421,"('Forge', {'region': 'SF Bay Area', 'cat': 'Human Resources', 'uuid': 'b11031bb-48a8-e843-e42c-fb034d016485'})",534
4422,"('Mike Kofi Okyere', {})",534
4423,"('Penguin Computing', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'b9f67bc3-12a3-f02a-d2e3-4d3a63e88bee'})",534
4424,"('CareLinx', {'region': 'SF Bay Area', 'cat': 'Elder Care', 'uuid': '3ce2f9f6-3d61-36dc-1fbe-e42846c6ab11'})",534
4425,"('Tsing Capital', {})",534
4426,"('Fosun Kinzon Capital', {})",534
4427,"('Eddie Sandrini', {})",534
4428,"('Stonewood Investors', {})",534
4429,"('Oak Investment Partners', {})",268
4430,"('Robb Wilmot', {})",534
4431,"('HONK', {})",534
4432,"('FORA.tv', {'region': 'SF Bay Area', 'cat': 'Events', 'uuid': 'd6076360-2037-88c7-026b-f4dc6385d93b'})",534
4433,"('Nvidia', {'region': 'SF Bay Area', 'cat': 'GPU', 'uuid': 'ee17319e-f5ee-9c9a-6500-edf82b4fbf05'})",534
4434,"('Kevin Compton', {})",534
4435,"('DominateFund', {})",534
4436,"('Leslie Ventures', {})",534
4437,"('LifeMap Solutions, Inc.', {'region': 'SF Bay Area', 'cat': 'Big Data', 'uuid': 'a2554941-b71b-dfe0-2fdb-09e712335c33'})",534
4438,"('Oana-Andreea Dascalescu', {})",534
4439,"('Dtex Systems', {'region': 'SF Bay Area', 'cat': 'Risk Management', 'uuid': 'db331830-caaf-f666-a405-e72d26ef7cdb'})",534
4440,"('SAP', {})",534
4441,"('Sam Lee', {})",534
4442,"('U.S. Venture Partners (USVP)', {})",416
4443,"('Lead - Harmony Partners', {})",534
4444,"('Andrew Wright', {})",534
4445,"('Pilot Growth Equity', {})",534
4446,"('Regal Venture Capital', {})",534
4447,"('Anaplan', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '2fe9c728-fb9e-6487-8f71-35af6d6b6052'})",427
4448,"('invi', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '727f3c08-f68d-3d46-be68-784dd7ab44f5'})",534
4449,"('Moonshots Capital', {})",534
4450,"('PerimeterX', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': '64ee97ba-7846-fbd5-fbef-769100ecefbd'})",534
4451,"('NantWorks', {})",534
4452,"('ApolloShield', {'region': 'SF Bay Area', 'cat': 'Security', 'uuid': 'c4f4637a-9de5-1b64-e745-fa184196999d'})",534
4453,"('Natasha Bhatia', {})",534
4454,"('Shunwei Capital', {})",534
4455,"('BlueTree Allied Angels', {})",534
4456,"('Court Buddy', {'region': 'SF Bay Area', 'cat': 'Identity Management', 'uuid': '087d5ca8-bf60-b347-f569-f8883475982a'})",534
4457,"('Moonshoot', {'region': 'SF Bay Area', 'cat': 'Children', 'uuid': '307378c1-3f53-1cd9-9d15-cce9eeaf2706'})",534
4458,"('Bitcovery', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': '61a4c23b-6c1d-c5fe-5bb9-3cec015258b5'})",534
4459,"('UV Partners', {})",534
4460,"('Paxera', {'region': 'SF Bay Area', 'cat': 'Web Hosting', 'uuid': '22e95a8f-eded-fde1-9ddd-36ce90f3bbd3'})",534
4461,"('Povio', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'e680b6e7-adaf-3e46-3d39-8ba0b9c944ac'})",534
4462,"('Jarrod Yuster', {})",534
4463,"('Lexington Partners', {})",534
4464,"('Parlio', {'region': 'SF Bay Area', 'cat': 'Blogging Platforms', 'uuid': '51ca9384-da72-462a-d6cb-c65a4a8ee63c'})",534
4465,"('IT Ventures', {})",534
4466,"('Qspeed Semiconductor', {'region': 'SF Bay Area', 'cat': 'Semiconductor', 'uuid': 'ffe025f9-9407-785c-daa5-a98c718e0dd4'})",534
4467,"('Wicklow Capital', {})",534
4468,"(""Fry's Electronics"", {})",534
4469,"('Wayne Chang', {})",297
4470,"('Lead - Slow Ventures', {})",534
4471,"('Boundary', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '3cd65e3f-dc8e-86e4-1ac5-4598ed66e1e7'})",534
4472,"('Wellknown.as', {})",534
4473,"('ALG International LLC', {})",534
4474,"('Collin Wallace', {})",534
4475,"('James Reinhart', {})",534
4476,"('Zero', {'region': 'SF Bay Area', 'cat': 'Banking', 'uuid': '0dfa2386-bdd3-54a3-1d45-d9be6e94a148'})",534
4477,"('BioVentrix', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '376bb638-3ed0-5714-0a81-8f0458b7215e'})",534
4478,"('Drippler', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': 'afed9aaa-c069-6f64-1a81-286ddd7e4570'})",534
4479,"('Flight Ventures', {})",534
4480,"('Noah Doyle', {})",534
4481,"('Rallyon', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '3ae18bb7-51b5-428c-6fc4-d4c537c1f401'})",534
4482,"('NHN Investment', {})",534
4483,"('Philipp Schloter', {})",534
4484,"('CRIXlabs, Inc. (DBA Quantified Skin)', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '1ec6d616-9bd9-fbc4-b472-98e22c70c6c1'})",534
4485,"('Lead - BlueRun Ventures', {})",534
4486,"('Wargaming', {})",534
4487,"('Pilgrim, Baxter & Associates', {})",534
4488,"('Brilliant.org', {'region': 'SF Bay Area', 'cat': 'Education', 'uuid': 'bb0e8d70-1444-e1be-bfee-f9e3d09f093d'})",534
4489,"('Explorra', {'region': 'SF Bay Area', 'cat': 'Travel', 'uuid': '7863f1c7-055d-da48-ab5b-1a38afdf8c7a'})",534
4490,"('KickLabs', {})",534
4491,"('Neoteny', {})",534
4492,"('Benjamin Renaud', {})",534
4493,"('Passion Capital', {})",534
4494,"('E8 Security', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '34928166-5fd5-876d-3871-c8a51c086138'})",534
4495,"('Cristiano Esclapon', {})",534
4496,"('Pipemonk (Formerly ZapStitch)', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': 'a4ae36fe-1528-6961-c407-787136bc6096'})",534
4497,"('Northshore Partners', {})",534
4498,"('Credit Suisse First Boston', {})",534
4499,"('Valley Venture Capital', {})",534
4500,"('Kibo Ventures', {})",534
4501,"('JMB Capital Partners', {})",534
4502,"('Aspect Ventures', {})",534
4503,"('Moshe Becker', {})",534
4504,"('Asoka', {'region': 'SF Bay Area', 'cat': 'Energy Management', 'uuid': '8235a047-1d03-a7c7-0d70-ca6c18c338db'})",534
4505,"('MegaPath', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': 'c3e815c8-d67c-9715-624e-c0b0a6a09086'})",534
4506,"('IntelePeer', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '19a7049c-6118-2f3c-c406-e5b231cb7d5a'})",534
4507,"('ITOCHU Corporation', {})",534
4508,"('David Lyman', {})",534
4509,"('Support.com', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '5755808e-7daa-38f5-12ee-a2d785546413'})",534
4510,"('Amkey Ventures', {})",534
4511,"('AVACO', {})",213
4512,"('Vinod Khosla', {})",534
4513,"('William Draper', {})",534
4514,"('about.me', {'region': 'SF Bay Area', 'cat': 'Identity Management', 'uuid': 'b58f8b24-c539-4db1-3b11-8fd33a1a1610'})",534
4515,"('Ryan Kottenstette', {})",534
4516,"('East Ventures', {})",534
4517,"('Applied StemCell', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '2688ff4c-d866-2818-240e-b69fc9ee782c'})",534
4518,"('SPARK VCT 3', {})",534
4519,"('TeleCIS Wireless', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'a30f3441-ffa0-243a-f20f-0c06f6f1e8f3'})",534
4520,"('PAX Labs', {'region': 'SF Bay Area', 'cat': 'Consumer Electronics', 'uuid': 'e2481314-15d5-99cc-2c1b-86a7d4b1df2a'})",534
4521,"('Craig Forman', {})",534
4522,"('Gordon Eubanks', {})",534
4523,"('Dries Buytaert', {})",534
4524,"('Celiro', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'a20c399d-d473-c2cf-f6fd-e75131ce109b'})",534
4525,"('Mozio', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'c93baff2-791f-62c8-c9f3-10e58942f7ad'})",534
4526,"('Simpirica Spine', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'edcf7ce8-ca7b-a988-955a-c3b663cfa75c'})",534
4527,"('MVI (MENA Venture Investments)', {})",534
4528,"('Oorja Fuel Cells', {'region': 'SF Bay Area', 'cat': 'Energy', 'uuid': 'ddc9f620-48ec-bfb3-4247-b5a7e6fb5666'})",432
4529,"('Mirantis', {'region': 'SF Bay Area', 'cat': 'Big Data', 'uuid': 'ad6b3411-f323-e8f7-e1bb-bc3e4cc57186'})",460
4530,"('Acorn Pacific Ventures', {})",534
4531,"('Greg Vrankovich', {})",534
4532,"('Synopsys', {})",534
4533,"('Vivint', {})",534
4534,"('VideoSelfie', {'region': 'SF Bay Area', 'cat': 'Messaging', 'uuid': 'e9e2d64b-becb-081e-50f8-debc938264ce'})",534
4535,"('Zimbra', {'region': 'SF Bay Area', 'cat': 'Collaboration', 'uuid': '7b6d89bc-d6fc-7edf-bda0-3f16c20f7fea'})",534
4536,"('LensVector', {'region': 'SF Bay Area', 'cat': 'Electronics', 'uuid': '30b468c5-c4a8-03c7-7531-13da550d4b0b'})",393
4537,"('Social Genius', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '2db6eeaa-b9a0-4f60-2694-2183276e4e3c'})",534
4538,"('William Ackman', {})",534
4539,"('Algolia', {'region': 'SF Bay Area', 'cat': 'Big Data', 'uuid': '3728db50-1965-e3a0-72b8-d78de61cb2d8'})",534
4540,"('Endeavor', {})",534
4541,"('Brience', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '04309062-ceb9-0c6c-992a-149927af36bb'})",79
4542,"('Paul Nelson', {})",534
4543,"('Temasek Holdings', {})",82
4544,"('Grace Beauty Capital', {})",534
4545,"('Launch Incubator', {})",534
4546,"('Startup Policy Lab', {'region': 'SF Bay Area', 'cat': 'Innovation Management', 'uuid': 'db0bcd71-ee85-466f-bdab-499b02606b49'})",534
4547,"('MagicBus', {'region': 'SF Bay Area', 'cat': 'Transportation', 'uuid': '0e441344-831e-5f52-53b0-b0636d043688'})",534
4548,"('IncWell', {})",534
4549,"('H2 Investment Properties', {})",534
4550,"('Chevron Technology Ventures', {})",341
4551,"('CMEA Capital', {})",392
4552,"('Kauffman Foundation', {})",534
4553,"('Trepp', {})",534
4554,"('Avid Technology', {})",534
4555,"('OndaVia', {'region': 'SF Bay Area', 'cat': 'Nanotechnology', 'uuid': 'be3bbeb1-b270-cda3-c0d0-ed88df1dccb4'})",534
4556,"('EdgeSpring', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'd3af89bf-b987-7bb4-ba75-537ba8d87c19'})",534
4557,"('Conference Hound', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '01b77f14-1f88-9d0e-a5a8-9bc0a896f87f'})",534
4558,"('Verticals onDemand', {'region': 'SF Bay Area', 'cat': 'SaaS', 'uuid': '1e1f7f08-75bb-9212-8b42-90c237da7bd9'})",534
4559,"('Point Nine Capital', {})",534
4560,"('Shanda Group', {})",534
4561,"('Cisco', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': 'e0906c05-fae5-9591-ba5f-2142d8b0065a'})",38
4562,"('Glenn Turner', {})",534
4563,"('Matrix Semiconductor', {'region': 'SF Bay Area', 'cat': '3D Technology', 'uuid': '89025c80-4b6c-94e3-9c45-dcb18c905df9'})",534
4564,"('TA Telecom', {})",534
4565,"('ClearGraph', {'region': 'SF Bay Area', 'cat': 'Data Integration', 'uuid': '2295ec57-4a6b-304f-1214-82c4f9836fb0'})",534
4566,"('Lead - Greenmont Capital Partners', {})",534
4567,"('Corthera', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'd26b3143-2cdf-0d9f-62f3-90b14d5f50ef'})",340
4568,"('Ironwood Capital', {})",534
4569,"('Ascension Ventures', {})",534
4570,"('Igenica', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'cc2ff67f-6ed8-491c-a9f9-0ed735961d1a'})",534
4571,"('TalentBin', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': 'de65b9f9-ae15-9636-b266-381905043fa5'})",534
4572,"('Bivio Networks', {'region': 'SF Bay Area', 'cat': 'Government', 'uuid': 'ac28956a-8685-071e-5508-fdfd82413b21'})",534
4573,"('Moblyng', {'region': 'SF Bay Area', 'cat': 'Gaming', 'uuid': 'fe129b78-ca2f-64a3-52b3-29dac2c29500'})",534
4574,"('MoveWith', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'f28c7dc2-87f1-bbf0-3e0b-aafa87fd3b7a'})",534
4575,"('Technorides', {'region': 'SF Bay Area', 'cat': 'B2B', 'uuid': 'd6edeacb-7fc2-6cde-4083-0972cf3dd540'})",534
4576,"('Lead - Everest Capital', {})",534
4577,"('John W. Glynn', {})",534
4578,"('Vikas Gupta', {})",534
4579,"('RWI Group', {})",534
4580,"('Glen Hills Group', {})",534
4581,"('ZeroG Wireless', {'region': 'SF Bay Area', 'cat': 'Embedded Systems', 'uuid': 'b22f5e0c-cef2-4cdf-d9a6-a91267a7255a'})",534
4582,"('POSCO Venture Capital', {})",534
4583,"('Teaman & Company', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '01b5048e-9322-b978-2ad0-d47d00ca3d18'})",534
4584,"('Oklahoma Life Science Fund', {})",534
4585,"('Rovi Corporation', {})",534
4586,"('Synfora', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '1b2e93dd-76a9-7dfc-4c98-7fdf27294f5d'})",534
4587,"('FlipFlic', {'region': 'SF Bay Area', 'cat': 'Consumer Electronics', 'uuid': '694a880a-c50b-6cc6-1e1f-a6b6b27f6ed4'})",534
4588,"('iPIN', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '4d67c9f4-cd6d-6783-16d9-49f7828e0a59'})",534
4589,"('Solar Power Partners', {'region': 'SF Bay Area', 'cat': 'Clean Energy', 'uuid': '69451eb6-a403-496a-6be5-c47955f4e68b'})",315
4590,"('Saygent', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '2dc28829-54d9-b641-e975-39b7d667ff00'})",534
4591,"('Rick Belluzzo', {})",534
4592,"('Augmented Pixels', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': 'e2cbcbf3-e3a3-db05-ea6b-5bc0195ee8bf'})",534
4593,"('Bedrock Ventures', {})",534
4594,"('Charles Jiggs', {})",534
4595,"('Credit Sesame', {'region': 'SF Bay Area', 'cat': 'Credit', 'uuid': '75685ae6-5ba1-0ffb-80ba-3c0bf539e04d'})",534
4596,"('David Roux', {})",534
4597,"('Bogomil Balkansky', {})",534
4598,"('Eurekster', {'region': 'SF Bay Area', 'cat': 'Social Media', 'uuid': 'e341b310-39c5-4d12-3f3d-d67f5b4a1c92'})",534
4599,"('Rohati Systems', {'region': 'SF Bay Area', 'cat': 'Data Center', 'uuid': 'f65420bd-2399-76d1-f8ca-126290daf17f'})",534
4600,"('David Mes', {})",534
4601,"('Ehang', {'region': 'SF Bay Area', 'cat': 'Aerospace', 'uuid': '899db2bc-6b04-d1e4-aba2-2551a86b5532'})",534
4602,"('AllianceBernstein', {})",534
4603,"('cFares', {'region': 'SF Bay Area', 'cat': 'Career Planning', 'uuid': 'c9b87901-8ae8-9483-5579-9aef37abee34'})",534
4604,"('Infoworks', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'efb6c059-31e0-31ff-ce9b-f2ddf5d5ba41'})",534
4605,"('InMage Systems', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'ec2c9a2b-f8b3-ea53-c074-4dbecd832901'})",453
4606,"('DFJ Tamir Fishman Ventures', {})",534
4607,"('Yunqi Partners', {})",534
4608,"('Treat', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '32c73ca0-2143-90ce-3267-2c6c1c13b864'})",534
4609,"('Davis Shapiro Lewit Grabel Leven Granderson & Blake', {})",534
4610,"('Interactive Fitness', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': '7625e91b-a0fb-75b7-da75-8ba107a6ff02'})",534
4611,"('Anthemis Group', {})",534
4612,"('Go Factory, Inc.', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '653e41fa-0fd1-5e04-b71d-66c75d691dfc'})",534
4613,"('Olivier Legrain', {})",534
4614,"('Lead - Lerer Hippeau Ventures', {})",534
4615,"('Madison Dearborn Partners', {})",304
4616,"('DBL Investors', {})",534
4617,"('Flit', {'region': 'SF Bay Area', 'cat': 'Fashion', 'uuid': 'd1da2e69-3cb3-cc85-e32d-121685b3dc88'})",534
4618,"('Pirelli', {})",534
4619,"('Kinetic Ventures', {})",534
4620,"('Angel Plus', {})",534
4621,"('Jed McCaleb', {})",534
4622,"('Future Perfect Ventures', {})",534
4623,"('FZKPT', {})",534
4624,"('Lead - Nexus Group', {})",534
4625,"('Zelkova Ventures', {})",534
4626,"('Irakly George Arison', {})",534
4627,"('George Kliavkoff', {})",534
4628,"('Punctil', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': 'd79cd6f2-d8a9-d511-fbb1-81687ccf252a'})",534
4629,"('Angellist-Alchemist-Fund', {})",534
4630,"('Lead - GV', {})",534
4631,"('NTT DOCOMO Ventures', {})",534
4632,"('James Peters', {})",534
4633,"('Pacific Systems Control Technology', {})",534
4634,"('Veron International, Valley Ventures', {})",534
4635,"('Upside', {'region': 'SF Bay Area', 'cat': 'Finance', 'uuid': '5d0106c0-5ef3-84f9-6c9d-362c8517f73f'})",534
4636,"('cEverything.com', {'region': 'SF Bay Area', 'cat': 'Internet', 'uuid': '8bb147c0-b600-7b4d-a855-7c34e3d92f02'})",534
4637,"('Cantos Ventures', {})",534
4638,"('Flexus Biosciences', {'region': 'SF Bay Area', 'cat': 'Biopharma', 'uuid': 'a0bcfbbd-36c0-78fd-5c73-092ddc93fe89'})",340
4639,"('Matt Mazzeo', {})",534
4640,"('Portland Seed Fund', {})",534
4641,"('Deutsche Bank', {})",116
4642,"('Caxton Advantage Life Sciences Fund', {})",534
4643,"('Cem Sertoglu', {})",534
4644,"('Jemison Investment Company', {})",534
4645,"('MentAd', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '3936554f-c2db-52fe-288e-c2fd0324d1a9'})",534
4646,"('Ellen Pao', {})",534
4647,"('Neil McClements', {})",534
4648,"('Jason Portnoy', {})",534
4649,"('Hall', {'region': 'SF Bay Area', 'cat': 'Collaboration', 'uuid': '7faf2341-128f-0c5a-4e74-b0a55e07370d'})",534
4650,"('Kincast', {'region': 'SF Bay Area', 'cat': 'iOS', 'uuid': '33157d2c-d649-9e0a-b6a0-71d89c694678'})",534
4651,"('GIV Venture Partners', {})",534
4652,"('HMS Ventures', {})",534
4653,"('Mobius Microsystems', {'region': 'SF Bay Area', 'cat': 'Electronics', 'uuid': '3d27692c-5375-7b33-89e0-d31afafe280c'})",534
4654,"('Vibease', {'region': 'SF Bay Area', 'cat': 'Developer Tools', 'uuid': '583be31e-cabc-f158-6be9-5f18569509d8'})",534
4655,"('Chris Hollindale', {})",534
4656,"('Olivier Pomel', {})",534
